postulationDate,studyCenter,careerField,careerStatus,careerDegree,studiesNumber
2022-09-29,Scrum Alliance,Otra,Graduado,Otro,6
2022-09-25,Mitx On Edx,Ing. En Sistemas,En Curso,Posgrado,6
2022-09-23,Universidad Peruana De Ciencias Aplicadas,Otra,Graduado,Posgrado,2
2022-09-20,Incae Business School,Adm. De Empresas,Graduado,Master,4
2022-09-16,Universidad Esan,Tecnologias De La Informacion,Graduado,Otro,7
2022-09-15,Universidad De Lima,Adm. De Empresas,Graduado,Posgrado,2
2022-09-15,Harvard University (Ma),Estadistica,En Curso,Posgrado,4
2022-12-02,Universidad Nacional De Ingenieria,Analisis De Sistemas,Graduado,Universitario,1
2022-09-14,Universidad De San Martin De Porres,Ing. En Sistemas,Graduado,Universitario,1
2022-09-14,Pmc,Tecnologias De La Informacion,Graduado,Posgrado,10
2022-09-14,Universidad Particular De Chiclayo,Otra,Graduado,Master,2
2022-09-13,Centrum,Otra,Graduado,Otro,4
2022-09-13,Universidad Del Pacifico,Ing. Comercial,Graduado,Universitario,1
2022-09-13,Universidad De Ingenieria Y Tecnologia - Utec,Tecnologias De La Informacion,En Curso,Posgrado,11
2022-09-12,Ed Team,Tecnologias De La Informacion,Graduado,Otro,5
2022-09-08,Upci,Ing. En Sistemas,Graduado,Universitario,2
2022-09-08,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Otro,5
2022-09-08,Scrumstudy,Ing. Informatica,Graduado,Master,6
2022-12-01,Universidad Europea De Madrid,Adm. De Empresas,Graduado,Master,4
2022-09-07,Ucv-Lima Norte,Ing. En Sistemas,Graduado,Universitario,2
2022-09-07,Universidad Santa Maria,Ing. En Sistemas,Graduado,Universitario,2
2022-09-07,Utp,Computacion / Informatica,Graduado,Universitario,2
2022-09-01,Escuela Nacional De Estudios Gubernamentales,Marketing / Comercializacion,En Curso,Posgrado,8
2022-09-01,Ealde Business School,Adm. De Empresas,En Curso,Master,5
2022-08-18,Universidad De Lima,Analisis De Sistemas,Graduado,Universitario,1
2022-08-18,Univeridad Autonoma Del Peru,Ing. En Sistemas,Graduado,Universitario,3
2022-08-17,Cibertec,Ing. En Sistemas,Graduado,Otro,11
2022-08-16,Pontificia Universidad Catolica Del Peru,Estadistica,Graduado,Master,4
2022-12-01,Universidad Nacional De Ingenieria,Economia,Graduado,Universitario,1
2022-08-16,International Business School,Tecnologias De La Informacion,Graduado,Master,6
2022-08-16,Google,Tecnologias De La Informacion,En Curso,Posgrado,11
2022-08-16,Universidad Privada Telesup,Ing. En Sistemas,Graduado,Universitario,2
2022-08-15,Scrum Manager,Computacion / Informatica,Graduado,Otro,14
2022-08-14,Universidad Nacional De Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2022-08-14,Upc,Tecnologias De La Informacion,Graduado,Otro,10
2022-08-13,Cesap Altos Estudios,Procesos / Calidad Total,Graduado,Otro,5
2022-08-12,Instituto Tecnologico Y De Estudios Superiores De Monterrey,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-08-12,Instituto Europeo De Posgrado,Tecnologias De La Informacion,Graduado,Otro,14
2022-12-13,Project Management Institute,Ing. En Sistemas,Graduado,Otro,19
2023-04-09,Discovey Fast,Procesos / Calidad Total,Graduado,Otro,6
2023-04-05,Tecsup,Ing. Telecomunicaciones,Graduado,Universitario,1
2023-03-24,Upci,Ing. En Sistemas,Graduado,Universitario,2
2023-03-24,Oracle University,Tecnologias De La Informacion,Graduado,Posgrado,3
2023-03-24,Universidad De Piura,Ing. Telecomunicaciones,Graduado,Otro,3
2023-03-24,Universidad Nacional De Ingenieria,Ing. Informatica,En Curso,Posgrado,12
2023-03-24,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Posgrado,5
2023-03-24,Pontificia Universidad Catolica Del Peru,Tecnologias De La Informacion,Graduado,Otro,6
2023-04-05,Cgi Peru,Ing. En Sistemas,Graduado,Otro,8
2023-04-04,Cibertec,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,3
2023-04-04,"Universidad Ramon Llull - La Salle, Barcelona",Tecnologias De La Informacion,Graduado,Master,3
2023-04-03,Universidad Privada Del Norte,Tecnologias De La Informacion,Graduado,Otro,5
2023-04-03,Universidad Esan,Ing. Informatica,Graduado,Otro,11
2023-04-03,Universidad San Ignacio De Loyola,Ing. Industrial,En Curso,Universitario,3
2023-04-03,Computronic,Tecnologias De La Informacion,Graduado,Otro,11
2023-04-03,Universidad Nacional Federico Villarreal,Ing. - Otros,Abandonado,Universitario,2
2023-04-03,Cibertec,Ing. En Sistemas,En Curso,Terciario/Tecnico,2
2023-04-08,Iep,Ing. En Sistemas,Graduado,Otro,8
2023-04-03,Universidad Continental De Ciencias E Ingenieria,Computacion / Informatica,Graduado,Posgrado,14
2023-04-02,Universidad De Alcala,Adm. De Empresas,Graduado,Master,3
2023-04-01,Isil,Ing. Informatica,En Curso,Terciario/Tecnico,1
2023-04-01,Usil,Tecnologias De La Informacion,Graduado,Posgrado,12
2023-04-01,Camara De Comercio Empresarial,Ing. Informatica,Graduado,Posgrado,13
2023-03-31,Instituto Gesap,Tecnologias De La Informacion,Graduado,Posgrado,7
2023-03-31,Universidad Inca Garcilaso De La Vega,Adm. De Empresas,En Curso,Universitario,3
2023-03-31,Quality Learning Center,Otra,Graduado,Otro,13
2023-04-07,Universidad Europea De Madrid,Adm. De Empresas,Graduado,Master,4
2023-03-31,Certiprof,Tecnologias De La Informacion,Graduado,Otro,12
2023-03-31,Universidad Nacional Federico Villarreal,Ing. En Sistemas,Graduado,Universitario,1
2023-03-30,Peoplecert,Tecnologias De La Informacion,Graduado,Otro,5
2023-03-30,New Horizons,Analisis De Sistemas,Graduado,Otro,5
2023-03-30,Universidad Nacional Pedro Ruiz Gallo,Tecnologias De La Informacion,Graduado,Posgrado,2
2023-03-30,Universidad Peruana De Ciencias Aplicadas,Ing. Industrial,Graduado,Universitario,2
2023-03-30,Universidad Nacional Exp Romulo Gallegos,Ing. Informatica,Graduado,Universitario,1
2023-03-30,Universidad Internacional De Valencia,Ing. Informatica,Graduado,Master,3
2023-04-07,Universidad Metropolitana,Adm. De Empresas,Graduado,Master,2
2023-03-30,Universidad Tecnologica Del Peru,Otra,Graduado,Otro,2
2023-03-29,Tecsup,Ing. Electrica,Graduado,Universitario,7
2023-03-29,Telesup,Ing. En Sistemas,En Curso,Master,2
2023-03-29,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,Graduado,Universitario,2
2023-03-29,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,2
2023-03-29,Amazon Web Services,Tecnologias De La Informacion,Graduado,Otro,9
2023-03-29,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,3
2023-03-29,Universidad Peruana De Ciencias Aplicadas,Procesos / Calidad Total,En Curso,Otro,12
2023-03-29,Project Management Institute,Otra,Graduado,Otro,7
2023-03-28,Universidad Esan,Adm. De Empresas,Graduado,Master,4
2023-04-07,Cgi,Tecnologias De La Informacion,Graduado,Posgrado,11
2023-03-28,Universidad Nacional De Educacion Enrique Guzman Y Valle - La Cantuta,Educacion,Graduado,Master,3
2023-03-28,Global Project Manager,Tecnologias De La Informacion,Graduado,Otro,11
2023-03-28,Usil,Ing. En Sistemas,Graduado,Universitario,2
2023-03-28,Cosapi Data,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,14
2023-03-28,Pacifico Business School,Computacion / Informatica,En Curso,Master,4
2023-03-28,Instituto Cibertec,Procesos / Calidad Total,Graduado,Otro,2
2023-03-28,Universidad Internacional De Valencia,Adm. De Empresas,Graduado,Master,5
2023-03-28,Sypsoft S.A.,Tecnologias De La Informacion,Graduado,Otro,18
2023-03-27,Universidad Esan,Fisioterapia,Graduado,Posgrado,5
2023-03-27,Universidad San Ignacio De Loyola,Ing. En Sistemas,Graduado,Universitario,8
2023-04-06,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Universitario,1
2023-03-27,Upc,Ing. En Sistemas,Graduado,Universitario,2
2023-03-27,Universidad Nacional Federico Villarreal,Tecnologias De La Informacion,Graduado,Posgrado,2
2023-03-27,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,2
2023-03-27,Universidad Esan,Adm. De Empresas,Graduado,Posgrado,3
2023-03-27,New Horizons,Otra,Graduado,Otro,6
2023-03-27,Universidad Peruana De Ciencias Aplicadas,Adm. De Empresas,En Curso,Universitario,2
2023-03-27,Instituto Ziegel,Otra,Graduado,Terciario/Tecnico,6
2023-03-27,Cibertec,Ing. En Sistemas,Graduado,Otro,11
2023-03-27,La Salle - Universidad Ramon Llull,Tecnologias De La Informacion,Graduado,Master,3
2023-04-06,Universidad Cesar Vallejo,Economia,En Curso,Master,4
2023-03-27,Undac,Computacion / Informatica,Graduado,Master,4
2023-03-27,Usat,Ing. En Sistemas,Graduado,Posgrado,1
2023-03-27,Pmconsultant Latam S.A.C.,Ing. Transporte,Graduado,Otro,7
2023-03-27,Univ. Ramon Llul La Salle Sede Barcelona,Tecnologias De La Informacion,Graduado,Posgrado,6
2023-03-27,Universidad Nacional De Ingenieria,Ing. En Sistemas,Graduado,Universitario,1
2023-03-27,Universidad Inca Garcilaso De La Vega,Ing. Informatica,Graduado,Posgrado,1
2023-03-27,Universidad Privada San Juan Bautista,Ing. En Sistemas,Graduado,Universitario,2
2023-03-26,Universidad Mayor De San Marcos,Ing. En Sistemas,Graduado,Universitario,1
2023-03-26,Universidad Peruana De Ciencias Aplicadas,Tecnologias De La Informacion,En Curso,Master,9
2023-03-26,Universidad Peruana Union - Upeu,Ing. En Sistemas,Graduado,Universitario,1
2023-04-06,Universidad De Lima,Ing. Industrial,Graduado,Universitario,1
2023-03-26,Utp,Adm. De Empresas,En Curso,Master,5
2023-03-26,Fortinet,Telecomunicaciones,Graduado,Otro,29
2023-03-26,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,4
2023-03-26,Upc,Ing. En Sistemas,Graduado,Posgrado,4
2023-03-25,Universidad Ricardo Palma,Ing. Informatica,Graduado,Universitario,1
2023-03-25,Unir,Tecnologias De La Informacion,En Curso,Posgrado,14
2023-03-25,Centrum Catolica,Adm. De Empresas,Graduado,Master,2
2023-03-25,Univeridad Privada Del Norte,Ing. En Sistemas,En Curso,Master,7
2023-03-24,Universidad Nacional De San Aug,Ing. Industrial,En Curso,Master,2
2023-03-24,Universidad Del Pacifico,Adm. De Empresas,Graduado,Otro,7
2023-04-05,Pm Certifica,Fisioterapia,Graduado,Otro,3
2023-03-24,Universidad Esan,Tecnologias De La Informacion,Graduado,Otro,6
2023-03-24,European Business Schools - Eude,Adm. De Empresas,En Curso,Master,11
2023-03-24,Universidad Nacional De Ingenieria,Tecnologias De La Informacion,Graduado,Otro,48
2023-03-24,Cibertec,Ing. En Sistemas,En Curso,Terciario/Tecnico,8
2023-03-24,Universidad Peruana De Ciencias Aplicadas,Tecnologias De La Informacion,Graduado,Master,3
2023-03-24,Universidad Peruana De Ciencias Aplicadas,Ing. Industrial,En Curso,Universitario,2
2023-03-24,Ucademy,Ing. En Sistemas,Graduado,Posgrado,11
2023-03-24,Pmi,Tecnologias De La Informacion,Graduado,Posgrado,6
2023-03-24,Universidad Jose Antonio Paez,Tecnologias De La Informacion,Graduado,Universitario,12
2023-03-24,Unjfsc,Ing. En Sistemas,En Curso,Posgrado,2
2023-04-09,Universidad Esan,Adm. De Empresas,Abandonado,Universitario,3
2022-03-10,3 Dev,Tecnologias De La Informacion,Graduado,Otro,6
2022-02-28,Pm Certifica,Fisioterapia,Graduado,Otro,3
2022-02-28,Ucam,Analisis De Sistemas,En Curso,Master,4
2022-02-25,Universidad Nacional Federico Villarreal,Finanzas,Graduado,Posgrado,3
2022-02-25,Tecsup,Otra,Graduado,Otro,7
2022-02-24,Universidad De Lima,Tecnologias De La Informacion,Graduado,Posgrado,2
2022-02-24,Instituto Interamericano Para El Desarrollo,Ing. En Sistemas,Graduado,Otro,1
2022-02-23,Universidad Inca Garcilaso De La Vega,Adm. De Empresas,Graduado,Universitario,2
2022-02-23,Certiprof,Otra,Graduado,Otro,11
2022-02-23,Certiprof,Ing. En Sistemas,Graduado,Otro,8
2022-02-22,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,6
2022-03-10,Curso Por Empresa Viajes Pacificos Sac,Ing. En Sistemas,Graduado,Otro,6
2022-02-19,Universidad Privada Del Norte,Adm. De Empresas,En Curso,Posgrado,2
2022-02-15,Universidad Nacional Federico Villareal,Finanzas Internacionales,Graduado,Master,4
2022-02-14,Universidad San Ignacio Del Loyola,Ing. - Otros,Graduado,Universitario,1
2022-02-11,Ingenio Learning,Tecnologias De La Informacion,En Curso,Otro,8
2022-02-11,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Master,2
2022-02-09,Universidad Esan,Adm. De Empresas,En Curso,Universitario,3
2022-02-08,Pmi,Otra,Graduado,Otro,5
2022-02-08,Universidad Catolica Del Peru,Adm. De Empresas,En Curso,Master,11
2022-02-08,Universidad Nacional De Educacion Enrique Guzman Y Valle - La Cantuta,Educacion,Graduado,Master,3
2022-02-07,Universidad De Lima,Tecnologias De La Informacion,Graduado,Master,2
2022-03-10,Universidad Inca Garcilaso De La Vega,Ing. En Sistemas,Graduado,Universitario,1
2022-02-06,Universidad San Ignacio De Loyola,Adm. De Empresas,Graduado,Master,3
2022-02-06,Universite Du Quebec A Montreal,Adm. De Empresas,Graduado,Master,8
2022-02-04,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,2
2022-02-04,Universidad San Ignacio Del Loyola,Finanzas,Graduado,Master,2
2022-02-03,New Horizons,Tecnologias De La Informacion,En Curso,Otro,8
2022-02-03,Universidad Esan,Procesos / Calidad Total,Graduado,Master,4
2022-02-03,Universidad De Ciencias Aplicadas Upc,Ing. En Sistemas,Graduado,Posgrado,3
2022-02-03,Upc,Adm. De Empresas,Graduado,Universitario,1
2022-02-03,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Posgrado,7
2022-02-03,Universidad Esan,Adm. De Empresas,En Curso,Master,3
2022-03-09,Certiprof,Computacion / Informatica,Graduado,Posgrado,13
2022-02-01,Universidad Esan,Marketing / Comercializacion,En Curso,Master,8
2022-02-01,Centrum Pucp,Tecnologias De La Informacion,Graduado,Posgrado,6
2022-02-01,Universidad Nacional Federico Villarreal,Ing. Industrial,Abandonado,Universitario,2
2022-01-31,Universidad Alejandro De Humboldt,Ing. En Sistemas,Graduado,Posgrado,2
2022-01-31,Universidad Nacional Mayor De San Marcos,Ing. Informatica,Graduado,Universitario,3
2022-01-31,Universidad Esan,Tecnologias De La Informacion,En Curso,Posgrado,3
2022-01-31,Pontificia Universidad Catolica Del Peru,Marketing / Comercializacion,Graduado,Posgrado,3
2022-01-31,"New Horizons Computer Learning Centers, Inc.",Ing. En Sistemas,Graduado,Posgrado,23
2022-01-31,Universidad Nacional Mayor De San Marcos,Adm. De Empresas,En Curso,Master,11
2022-01-31,Project Management Institute,Otra,Graduado,Otro,12
2022-03-07,University Of Victoria,Otra,Graduado,Otro,8
2022-01-31,Otros,Otra,Graduado,Otro,5
2022-01-30,Incae Business School,Recursos Humanos / Relac. Ind.,Graduado,Master,4
2022-01-30,Universidad Privada Antenor Orrego - Trujillo,Ing. En Sistemas,Graduado,Universitario,1
2022-01-29,Universidad Esan,Tecnologias De La Informacion,Graduado,Posgrado,5
2022-01-29,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Master,5
2022-01-28,Pontificia Universidad Catolica Del Peru,Adm. De Empresas,Graduado,Master,2
2022-01-28,Lloyd'S Register Quality Assurance,Procesos / Calidad Total,Graduado,Otro,3
2022-01-28,Universidad Politecnica De Cataluna,Tecnologias De La Informacion,En Curso,Master,2
2022-01-28,Universidad Nacional Agraria La Molina,Computacion / Informatica,En Curso,Terciario/Tecnico,3
2022-03-04,Universidad Del Pacifico,Adm. De Empresas,Graduado,Master,3
2022-03-02,Universidad Peruana De Ciencias Aplicadas,Tecnologias De La Informacion,Graduado,Master,3
2022-03-01,Universidad Peruana De Ciencias Aplicadas,Ing. Electronica,Graduado,Universitario,1
2022-03-01,Tecsup,Ing. Telecomunicaciones,Graduado,Universitario,1
2022-03-10,Certiprof,Ing. En Sistemas,Graduado,Otro,8
2022-12-27,Universidad Jose Faustino Sanchez Carrion - Huacho,Ing. En Sistemas,Graduado,Universitario,1
2022-12-03,Esan,Ing. En Sistemas,Graduado,Universitario,1
2022-12-02,Universidad Nacional De San Martin,Bachiller,Graduado,Universitario,1
2022-12-01,Idat,Ing. En Sistemas,Graduado,Terciario/Tecnico,2
2022-12-25,Universidad Nacional De Ingenieria,Ingeniero En Construccion,Graduado,Universitario,1
2022-12-19,Tecsup,Ing. - Otros,Graduado,Universitario,2
2022-12-18,Universidad Privada San Pedro,Ing. Informatica,Graduado,Universitario,1
2022-12-14,Universidad Nacional San Luis Gonzaga - Ica,Ing. En Sistemas,Graduado,Posgrado,1
2022-12-12,Usil,Tecnologias De La Informacion,Graduado,Universitario,2
2022-12-08,Universidad Nacional Federico Villarreal,Ing. Informatica,Graduado,Universitario,1
2022-12-05,Google,Tecnologias De La Informacion,En Curso,Posgrado,11
2022-12-05,Universidad Privada Del Norte,Ing. En Sistemas,Graduado,Universitario,1
2023-01-02,Pontificia Universidad Catolica Del Peru,Ing. Informatica,Graduado,Posgrado,3
2023-04-12,Unmsm,Electronica,Graduado,Universitario,1
2023-04-11,Universidad Cesar Vallejo,Ing. Industrial,En Curso,Universitario,1
2023-03-24,Udemy,Ing. En Sistemas,Graduado,Otro,3
2023-03-24,Senati,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,1
2023-03-24,Universidad Tecnologica Del Peru,Ing. Industrial,En Curso,Universitario,1
2023-03-24,Universidad Ricardo Palma,Ing. Informatica,En Curso,Universitario,1
2023-03-24,Universidad Nacional Pedro Ruiz Gallo,Ing. Informatica,Graduado,Universitario,1
2023-03-24,Universidad Nacional Del Centro Del Peru,Ing. En Sistemas,Graduado,Universitario,1
2023-03-24,Universidad Nacional De Ingenieria,Ing. En Sistemas,Graduado,Universitario,2
2023-03-24,Universidad Peruana De Ciencias Aplicadas,Ing. Informatica,En Curso,Universitario,3
2023-03-23,Senati - Programa Nacional De Informatica,Computacion / Informatica,En Curso,Terciario/Tecnico,1
2023-03-23,Universidad Nacional De Trujillo,Adm. De Empresas,Graduado,Universitario,1
2023-04-10,Universidad Tecnologica Del Peru,Ing. En Sistemas,En Curso,Universitario,1
2023-03-23,Universidad Privada Del Norte,Ing. En Sistemas,En Curso,Universitario,1
2023-03-23,Universidad Peruana Los Andes - Upla,Ing. En Sistemas,Graduado,Universitario,1
2023-03-23,Universidad Privada Del Norte - Upn,Tecnologias De La Informacion,Graduado,Universitario,4
2023-03-23,Tecsup,Telecomunicaciones,Graduado,Terciario/Tecnico,1
2023-03-23,Nextech,Ing. En Sistemas,Graduado,Terciario/Tecnico,5
2023-03-23,Tecsup,Analisis De Sistemas,En Curso,Terciario/Tecnico,1
2023-03-23,Cibertec,Computacion / Informatica,En Curso,Terciario/Tecnico,1
2023-03-23,Cisco Networking Academy,Tecnologias De La Informacion,Graduado,Terciario/Tecnico,3
2023-03-23,Instituto Sise,Tecnico,Graduado,Terciario/Tecnico,1
2023-03-23,Inagep,Adm. De Empresas,Graduado,Otro,12
2023-04-10,Utp,Ing. En Sistemas,En Curso,Universitario,1
2023-03-23,Universidad Peruana De Ciencias Aplicadas,Ing. En Sistemas,En Curso,Universitario,1
2023-03-23,Universidad Continental De Ciencias E Ingenieria,Ing. En Sistemas,Graduado,Universitario,1
2023-03-23,Universidad Nacional Jorge Basadre Grohmann,Tecnologias De La Informacion,En Curso,Posgrado,2
2023-03-23,Universidad Nacional Pedro Ruiz Gallo,Ing. En Sistemas,Graduado,Universitario,1
2023-03-23,Universidad Privada Antenor Orrego - Trujillo,Computacion / Informatica,Graduado,Universitario,1
2023-03-23,Instituto Cibertec,Tecnologias De La Informacion,En Curso,Terciario/Tecnico,2
2023-03-23,Usil,Tecnologias De La Informacion,En Curso,Universitario,2
2023-03-23,Universidad Cesar Vallejo,Ing. Informatica,Graduado,Universitario,1
2023-03-23,Universidad Cesar Vallejo,Ing. En Sistemas,Graduado,Universitario,1
2023-01-16,Universidad Peruana De Ciencias Aplicadas,Ing. - Otros,En Curso,Universitario,1
2023-04-10,Universidad Cesar Vallejo,Ing. En Sistemas,En Curso,Universitario,1
2023-01-16,Universidad Del Pacifico,Ing. Informatica,En Curso,Universitario,1
